Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/2           base_test4() [97]
[39]     0.0    0.00    0.00       2         func11(int) [39]
-----------------------------------------------
                0.00    0.00       2/2           base_test4() [97]
[40]     0.0    0.00    0.00       2         void func12<int>(int&&) [40]
                0.00    0.00       2/2           int&& std::forward<int>(std::remove_reference<int>::type&) [81]
                0.00    0.00       2/2           func13(int&&) [41]
-----------------------------------------------
                0.00    0.00       2/2           void func12<int>(int&&) [40]
[41]     0.0    0.00    0.00       2         func13(int&&) [41]
-----------------------------------------------
                0.00    0.00       2/2           base_test5() [98]
[42]     0.0    0.00    0.00       2         func20(std::vector<int, std::allocator<int> >&, int) [42]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::operator[](unsigned long) [69]
-----------------------------------------------
                0.00    0.00       2/2           base_test4() [97]
[43]     0.0    0.00    0.00       2         print_var(char const*, ...) [43]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [60]
[44]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [61]
[45]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [45]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<int>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<int>::allocator() [50]
[46]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::new_allocator() [46]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [62]
[47]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::max_size() const [47]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<int>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [67]
[48]     0.0    0.00    0.00       2         std::initializer_list<int>::end() const [48]
                0.00    0.00       2/4           std::initializer_list<int>::begin() const [24]
                0.00    0.00       2/2           std::initializer_list<int>::size() const [49]
-----------------------------------------------
                0.00    0.00       2/2           std::initializer_list<int>::end() const [48]
[49]     0.0    0.00    0.00       2         std::initializer_list<int>::size() const [49]
-----------------------------------------------
                0.00    0.00       1/2           base_test3() [96]
                0.00    0.00       1/2           base_test5() [98]
[50]     0.0    0.00    0.00       2         std::allocator<int>::allocator() [50]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::new_allocator() [46]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [75]
[51]     0.0    0.00    0.00       2         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [51]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<int*>(int*, int*) [82]
[52]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [52]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [66]
[53]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [53]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [61]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [58]
[54]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [57]
                0.00    0.00       2/4           std::allocator<int>::allocator(std::allocator<int> const&) [25]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
[55]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [55]
                0.00    0.00       2/6           std::allocator<int>::~allocator() [15]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
[56]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [56]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
[57]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [57]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [67]
[58]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [58]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::~vector() [68]
[59]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [56]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [55]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [56]
[60]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [60]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [53]
[61]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [61]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [45]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
[62]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [62]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::max_size() const [47]
-----------------------------------------------
                0.00    0.00       2/2           int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*) [76]
[63]     0.0    0.00    0.00       2         int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*) [63]
                0.00    0.00       2/2           int* std::copy<int const*, int*>(int const*, int const*, int*) [80]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [65]
[64]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [62]
                0.00    0.00       2/2           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [79]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [66]
[65]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [65]
                0.00    0.00       2/4           std::allocator<int>::allocator(std::allocator<int> const&) [25]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
                0.00    0.00       2/6           std::allocator<int>::~allocator() [15]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [67]
[66]     0.0    0.00    0.00       2         void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [66]
                0.00    0.00       4/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [16]
                0.00    0.00       2/2           std::iterator_traits<int const*>::difference_type std::distance<int const*>(int const*, int const*) [84]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [65]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [53]
                0.00    0.00       2/2           int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&) [78]
-----------------------------------------------
                0.00    0.00       1/2           base_test3() [96]
                0.00    0.00       1/2           base_test5() [98]
[67]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [67]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [58]
                0.00    0.00       2/2           std::initializer_list<int>::end() const [48]
                0.00    0.00       2/4           std::initializer_list<int>::begin() const [24]
                0.00    0.00       2/2           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [66]
-----------------------------------------------
                0.00    0.00       1/2           base_test3() [96]
                0.00    0.00       1/2           base_test5() [98]
[68]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::~vector() [68]
                0.00    0.00       2/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [16]
                0.00    0.00       2/2           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [83]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
-----------------------------------------------
                0.00    0.00       2/2           func20(std::vector<int, std::allocator<int> >&, int) [42]
[69]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::operator[](unsigned long) [69]
-----------------------------------------------
                0.00    0.00       2/2           std::iterator_traits<int const*>::difference_type std::distance<int const*>(int const*, int const*) [84]
[70]     0.0    0.00    0.00       2         std::iterator_traits<int const*>::difference_type std::__distance<int const*>(int const*, int const*, std::random_access_iterator_tag) [70]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [73]
[71]     0.0    0.00    0.00       2         int* std::__niter_base<int*>(int*) [71]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [73]
[72]     0.0    0.00    0.00       2         int* std::__niter_wrap<int*>(int* const&, int*) [72]
-----------------------------------------------
                0.00    0.00       2/2           int* std::copy<int const*, int*>(int const*, int const*, int*) [80]
[73]     0.0    0.00    0.00       2         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [73]
                0.00    0.00       4/4           int const* std::__niter_base<int const*>(int const*) [27]
                0.00    0.00       2/2           int* std::__niter_base<int*>(int*) [71]
                0.00    0.00       2/2           int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [74]
                0.00    0.00       2/2           int* std::__niter_wrap<int*>(int* const&, int*) [72]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [73]
[74]     0.0    0.00    0.00       2         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [74]
                0.00    0.00       2/2           int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [75]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [74]
[75]     0.0    0.00    0.00       2         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [75]
                0.00    0.00       2/2           int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [51]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&) [78]
[76]     0.0    0.00    0.00       2         int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*) [76]
                0.00    0.00       2/2           int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*) [63]
-----------------------------------------------
                0.00    0.00       2/2           std::iterator_traits<int const*>::difference_type std::distance<int const*>(int const*, int const*) [84]
[77]     0.0    0.00    0.00       2         std::iterator_traits<int const*>::iterator_category std::__iterator_category<int const*>(int const* const&) [77]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [66]
[78]     0.0    0.00    0.00       2         int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&) [78]
                0.00    0.00       2/2           int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*) [76]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
[79]     0.0    0.00    0.00       2         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [79]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*) [63]
[80]     0.0    0.00    0.00       2         int* std::copy<int const*, int*>(int const*, int const*, int*) [80]
                0.00    0.00       4/4           int const* std::__miter_base<int const*>(int const*) [26]
                0.00    0.00       2/2           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [73]
-----------------------------------------------
                0.00    0.00       2/2           void func12<int>(int&&) [40]
[81]     0.0    0.00    0.00       2         int&& std::forward<int>(std::remove_reference<int>::type&) [81]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [83]
[82]     0.0    0.00    0.00       2         void std::_Destroy<int*>(int*, int*) [82]
                0.00    0.00       2/2           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [52]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::~vector() [68]
[83]     0.0    0.00    0.00       2         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [83]
                0.00    0.00       2/2           void std::_Destroy<int*>(int*, int*) [82]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [66]
[84]     0.0    0.00    0.00       2         std::iterator_traits<int const*>::difference_type std::distance<int const*>(int const*, int const*) [84]
                0.00    0.00       2/2           std::iterator_traits<int const*>::iterator_category std::__iterator_category<int const*>(int const* const&) [77]
                0.00    0.00       2/2           std::iterator_traits<int const*>::difference_type std::__distance<int const*>(int const*, int const*, std::random_access_iterator_tag) [70]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[85]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z13test_templatev [85]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [113]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[86]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z21test_high_perfermancev [86]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [112]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[87]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5fork1v [87]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [117]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[88]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5func1Ri [88]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [105]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[89]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5main2v [89]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [116]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[90]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z9main_triev [90]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [118]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[91]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z9test_autov [91]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [109]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[92]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z9test_forkv [92]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [115]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[93]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN7MyClassC2Ev [93]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [106]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1519]
[94]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZlsRSoRK6OpCls2 [94]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [114]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[95]     0.0    0.00    0.00       1         base_test2() [95]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[96]     0.0    0.00    0.00       1         base_test3() [96]
                0.00    0.00       2/3           std::vector<int, std::allocator<int> >::end() [33]
                0.00    0.00       2/3           std::vector<int, std::allocator<int> >::begin() [34]
                0.00    0.00       2/2           void print<unsigned long, unsigned long, unsigned long, unsigned long>(unsigned long const&, unsigned long const&, unsigned long const&, unsigned long const&) [38]
                0.00    0.00       1/2           std::allocator<int>::allocator() [50]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [67]
                0.00    0.00       1/6           std::allocator<int>::~allocator() [15]
                0.00    0.00       1/1           void (*std::for_each<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void (*)(int)>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void (*)(int)))(int) [140]
                0.00    0.00       1/1           base_test3()::{lambda(int)#1} std::for_each<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, base_test3()::{lambda(int)#1}>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, base_test3()::{lambda(int)#1}, base_test3()::{lambda(int)#1}) [141]
                0.00    0.00       1/3           void print<unsigned long, unsigned long, unsigned long>(unsigned long const&, unsigned long const&, unsigned long const&) [32]
                0.00    0.00       1/4           void print<unsigned long, unsigned long>(unsigned long const&, unsigned long const&) [21]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::~vector() [68]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[97]     0.0    0.00    0.00       1         base_test4() [97]
                0.00    0.00       3/3           func6(int, int) [29]
                0.00    0.00       2/2           func9(int, void (*)(int)) [37]
                0.00    0.00       2/2           print_var(char const*, ...) [43]
                0.00    0.00       2/2           func11(int) [39]
                0.00    0.00       2/2           void func12<int>(int&&) [40]
                0.00    0.00       1/1           base_test4()::{lambda(int)#1}::operator void (*)(int)() const [144]
                0.00    0.00       1/1           void print_var2<int, double, char const*>(int, double, char const*) [101]
                0.00    0.00       1/1           func10(int, int) [124]
                0.00    0.00       1/1           void print<long>(long const&) [123]
                0.00    0.00       1/1           func12(int&) [125]
                0.00    0.00       1/1           std::remove_reference<int&>::type&& std::move<int&>(int&) [138]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[98]     0.0    0.00    0.00       1         base_test5() [98]
                0.00    0.00       3/3           void print<int, int, int>(int const&, int const&, int const&) [31]
                0.00    0.00       2/2           func20(std::vector<int, std::allocator<int> >&, int) [42]
                0.00    0.00       2/2           Max(int, int) [36]
                0.00    0.00       1/1           func20(int) [126]
                0.00    0.00       1/2           std::allocator<int>::allocator() [50]
                0.00    0.00       1/6           std::allocator<int>::~allocator() [15]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [67]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::end() [33]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::begin() [34]
                0.00    0.00       1/1           base_test5()::{lambda(int)#1} std::for_each<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, base_test5()::{lambda(int)#1}>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, base_test5()::{lambda(int)#1}, base_test5()::{lambda(int)#1}) [142]
                0.00    0.00       1/1           func21(int) [129]
                0.00    0.00       1/1           func21(double) [128]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [135]
                0.00    0.00       1/1           func21(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [127]
                0.00    0.00       1/1           int Max<int>(int, int) [104]
                0.00    0.00       1/3           double Max<double>(double, double) [28]
                0.00    0.00       1/1           double Max<double>(double, double, double) [103]
                0.00    0.00       1/1           factorial(int) [131]
                0.00    0.00       1/4           void print<int>(int const&) [19]
                0.00    0.00       1/1           void print<double, double, double>(double const&, double const&, double const&) [122]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::~vector() [68]
-----------------------------------------------
                0.00    0.00       1/1           void print_var2<double, char const*>(double, char const*) [100]
[99]     0.0    0.00    0.00       1         void print_var2<char const*>(char const*) [99]
-----------------------------------------------
                0.00    0.00       1/1           void print_var2<int, double, char const*>(int, double, char const*) [101]
[100]    0.0    0.00    0.00       1         void print_var2<double, char const*>(double, char const*) [100]
                0.00    0.00       1/1           void print_var2<char const*>(char const*) [99]
-----------------------------------------------
                0.00    0.00       1/1           base_test4() [97]
[101]    0.0    0.00    0.00       1         void print_var2<int, double, char const*>(int, double, char const*) [101]
                0.00    0.00       1/1           void print_var2<double, char const*>(double, char const*) [100]
-----------------------------------------------
                0.00    0.00       1/1           base_test() [130]
[102]    0.0    0.00    0.00       1         func_static() [102]
-----------------------------------------------
                0.00    0.00       1/1           base_test5() [98]
[103]    0.0    0.00    0.00       1         double Max<double>(double, double, double) [103]
                0.00    0.00       2/3           double Max<double>(double, double) [28]
-----------------------------------------------
                0.00    0.00       1/1           base_test5() [98]
[104]    0.0    0.00    0.00       1         int Max<int>(int, int) [104]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z5func1Ri [88]
[105]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [105]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7MyClassC2Ev [93]
[106]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [106]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [107]
                0.00    0.00       1/1           __libc_csu_init [1519]
[107]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [107]
                                   1             __static_initialization_and_destruction_0(int, int) [107]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [108]
                0.00    0.00       1/1           __libc_csu_init [1519]
[108]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [108]
                                   1             __static_initialization_and_destruction_0(int, int) [108]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z9test_autov [91]
[109]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [109]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [110]
                0.00    0.00       1/1           __libc_csu_init [1519]
[110]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [110]
                                   1             __static_initialization_and_destruction_0(int, int) [110]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [111]
                0.00    0.00       1/1           __libc_csu_init [1519]
[111]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [111]
                                   1             __static_initialization_and_destruction_0(int, int) [111]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z21test_high_perfermancev [86]
[112]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [112]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z13test_templatev [85]
[113]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [113]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZlsRSoRK6OpCls2 [94]
[114]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [114]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z9test_forkv [92]
[115]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [115]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z5main2v [89]
[116]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [116]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z5fork1v [87]
[117]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [117]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z9main_triev [90]
[118]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [118]
-----------------------------------------------
                0.00    0.00       1/1           func9(int, void (*)(int)) [37]
[119]    0.0    0.00    0.00       1         func8(int) [119]
-----------------------------------------------
                0.00    0.00       1/1           void print<double, double>(double const&, double const&) [121]
[120]    0.0    0.00    0.00       1         void print<double>(double const&) [120]
-----------------------------------------------
                0.00    0.00       1/1           void print<double, double, double>(double const&, double const&, double const&) [122]
[121]    0.0    0.00    0.00       1         void print<double, double>(double const&, double const&) [121]
                0.00    0.00       1/1           void print<double>(double const&) [120]
-----------------------------------------------
                0.00    0.00       1/1           base_test5() [98]
[122]    0.0    0.00    0.00       1         void print<double, double, double>(double const&, double const&, double const&) [122]
                0.00    0.00       1/1           void print<double, double>(double const&, double const&) [121]
-----------------------------------------------
                0.00    0.00       1/1           base_test4() [97]
[123]    0.0    0.00    0.00       1         void print<long>(long const&) [123]
-----------------------------------------------
                0.00    0.00       1/1           base_test4() [97]
[124]    0.0    0.00    0.00       1         func10(int, int) [124]
-----------------------------------------------
                0.00    0.00       1/1           base_test4() [97]
[125]    0.0    0.00    0.00       1         func12(int&) [125]
-----------------------------------------------
                0.00    0.00       1/1           base_test5() [98]
[126]    0.0    0.00    0.00       1         func20(int) [126]
-----------------------------------------------
                0.00    0.00       1/1           base_test5() [98]
[127]    0.0    0.00    0.00       1         func21(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [127]
-----------------------------------------------
                0.00    0.00       1/1           base_test5() [98]
[128]    0.0    0.00    0.00       1         func21(double) [128]
-----------------------------------------------
                0.00    0.00       1/1           base_test5() [98]
[129]    0.0    0.00    0.00       1         func21(int) [129]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[130]    0.0    0.00    0.00       1         base_test() [130]
                0.00    0.00       1/1           func_static() [102]
-----------------------------------------------
                                   3             factorial(int) [131]
                0.00    0.00       1/1           base_test5() [98]
[131]    0.0    0.00    0.00       1+3       factorial(int) [131]
                                   3             factorial(int) [131]
-----------------------------------------------
                0.00    0.00       1/1           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [134]
